Investigation.Type,Location,Abbreviation,Country,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition
Accident,CHATSWORTH,NJ,United States,Substantial,GRUMMAN,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,ALGONA,IA,United States,Substantial,BEECH,A36,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC
Accident,HILLSBORO,AL,United States,Substantial,AIR TRACTOR,AT-402A,1.0,Turbo Prop,Business,0.0,0.0,1.0,1.0,VMC
Accident,JONESVILLE,LA,United States,Substantial,ROCKWELL,S-2R,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,WENDELL,ID,United States,Substantial,SCHWEIZER AIRCRAFT CORP.,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,MASON CITY,IA,United States,Substantial,CESSNA,340A,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC
Accident,CLEAR LAKE,MN,United States,Substantial,TEXAS HELICOPTER,M-74,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,WINNSBORO,LA,United States,Substantial,AIR TRACTOR,AT-401,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,WALTERBORO,SC,United States,Substantial,CESSNA,182A,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,PINE RIDGE,SD,United States,Substantial,PZL-MIELEC,M-18T,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,WAITSBURG,WA,United States,Substantial,AIR TRACTOR INC.,AT-301,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,EAGLE LAKE,TX,United States,Substantial,GULFSTREAM-SCHWEIZER,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,ILIAMNA,AK,United States,Substantial,HUGHES,500D,1.0,Turbo Shaft,Business,0.0,0.0,0.0,1.0,VMC
Accident,LIHUE,HI,United States,Substantial,MCDONNELL DOUGLAS,369FF,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,HAVANA,AR,United States,Substantial,GRUMMAN,G-164,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,1.0,VMC
Accident,TILLER,AR,United States,Substantial,GRUMMAN,G-164C,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,NORTON,KS,United States,Substantial,AERO COMMANDER,Callair A-9B,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,1.0,VMC
Accident,York,NE,United States,Destroyed,GRUMMAN,G-164B,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,1.0,VMC
Accident,Wheeling,WV,United States,Destroyed,PIPER,PA-32R-301T,1.0,Reciprocating,Business,5.0,0.0,0.0,1.0,IMC
Accident,WINDER,GA,United States,Substantial,CESSNA,172S,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,FOLEY,AL,United States,Substantial,PIPER,PA 25,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,NYSSA,ID,United States,Substantial,GRUMMAN,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,MENDOTA,CA,United States,Substantial,AIR TRACTOR,AT-502B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Gridley,CA,United States,Destroyed,CESSNA,A185F,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,BURNS,OR,United States,Substantial,WSK PZL MIELEC,M-18A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Clayton,LA,United States,Destroyed,AIR TRACTOR,AT-400,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,Lakeway,TX,United States,Destroyed,PIPER,PA-60-601P,2.0,Reciprocating,Business,6.0,0.0,0.0,1.0,VMC
Accident,BUNNELL,FL,United States,Substantial,BELL,47G-5,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,Olney,TX,United States,Destroyed,MOONEY,M20J,1.0,Reciprocating,Business,3.0,0.0,0.0,1.0,VMC
Accident,BRADFORD,IL,United States,Substantial,GRUMMAN,G-164-B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Mylo,ND,United States,Destroyed,CESSNA,A188B,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,Moville,IA,United States,Destroyed,"ALLIED AG CAT PRODUCTIONS, INC",G-164B,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,CAMBRIDGE,KS,United States,Substantial,AIR TRACTOR,AT-301,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,KEY WEST,FL,United States,Substantial,CESSNA,U206B,1.0,Reciprocating,Business,1.0,0.0,4.0,1.0,VMC
Accident,ATLANTIC CITY,WY,United States,Substantial,BELL,206B3,1.0,Turbo Shaft,Business,0.0,2.0,2.0,1.0,VMC
Accident,UMPIRE,AR,United States,Substantial,BELL,212,2.0,Turbo Shaft,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,KODIAK,AK,United States,Substantial,DE HAVILLAND,DHC-2,1.0,Reciprocating,Business,0.0,0.0,0.0,6.0,VMC
Accident,McGrath,AK,United States,Destroyed,DE HAVILLAND,DHC-3,1.0,Reciprocating,Business,1.0,1.0,1.0,1.0,IMC
Accident,EAST BERNARD,TX,United States,Substantial,GRUMMAN,164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,CRIVITZ,WI,United States,Substantial,PIPER,PA-32-301,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,COTTAGE GROVE,OR,United States,Substantial,HUGHES,369D,1.0,Turbo Shaft,Business,0.0,0.0,0.0,3.0,VMC
Accident,BAINBRIDGE,GA,United States,Substantial,AIR TRACTOR,AT-401B,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,CASPER,WY,United States,Substantial,BEECH,B-60,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,LAKE WALES,FL,United States,Substantial,PIPER,PA-23-250,2.0,Reciprocating,Aerial Application,2.0,0.0,0.0,1.0,VMC
Accident,SAN JUAN,PR,United States,Substantial,PIPER,PA-18,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,BELLE GLADE,FL,United States,Substantial,AIR TRACTOR,AT-502B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,FIREBAUGH,CA,United States,Substantial,AERO COMMANDER,S2R,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,LORDSBERG,NM,United States,Substantial,SMITH,Aerostar 601P,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,STARKVILLE,MS,United States,Substantial,BELL,206B3,1.0,Turbo Shaft,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,ANDERSON,SC,United States,Substantial,CESSNA,177,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC
Accident,FRIDAY HARBOR,WA,United States,Substantial,CESSNA,152,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,GILBERT,LA,United States,Substantial,GRUMMAN,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,COAHOMA,TX,United States,Substantial,AIR TRACTOR,AT-301,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,EUTAW,AL,United States,Substantial,BELL,206 B,1.0,Turbo Shaft,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,Joliet,IL,United States,Destroyed,MALONE,VANS RV-6A,1.0,Reciprocating,Business,1.0,0.0,0.0,1.0,VMC
Accident,PORT AUSTIN,MI,United States,Substantial,CIRRUS DESIGN CORP.,SR22,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,CHESTERFIELD,MO,United States,Substantial,BEECH,B-55,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC
Accident,Stuart,VA,United States,Destroyed,BEECH,200,2.0,Turbo Prop,Executive/corporate,10.0,0.0,0.0,1.0,IMC
Accident,Taylorville,IL,United States,Destroyed,CESSNA,P206B,1.0,Reciprocating,Business,1.0,0.0,1.0,4.0,VMC
Accident,DULLES,VA,United States,Substantial,BEECH,BE-200,2.0,Turbo Prop,Business,0.0,0.0,0.0,3.0,VMC
Accident,ASHEVILLE,NC,United States,Substantial,BEECH,BE-60,2.0,Reciprocating,Business,4.0,0.0,0.0,1.0,IMC
Accident,NORTH LAS VEGAS,NV,United States,Substantial,CESSNA,P210N,1.0,Reciprocating,Business,0.0,0.0,1.0,1.0,VMC
Accident,RANCHO CORDOVA,CA,United States,Substantial,CESSNA,P210N,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Santa Barbara,CA,United States,Destroyed,PIPER,PA-32R-301T,1.0,Reciprocating,Business,3.0,0.0,0.0,1.0,VMC
Accident,Lyons,CO,United States,Destroyed,CESSNA,152,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,IMC
Incident,Peachtree City,GA,United States,Minor,CIRRUS DESIGN CORP.,SR22,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC
Accident,RUPERT,WV,United States,Substantial,CESSNA,172E,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC
Accident,EAGLE,CO,United States,Substantial,GULFSTREAM AEROSPACE,G-IV,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,3.0,VMC
Accident,GRANBURY,TX,United States,Substantial,PIPER,PA-24-250,1.0,Reciprocating,Business,0.0,1.0,0.0,1.0,VMC
Accident,PETERSBURG,VA,United States,Substantial,CESSNA,414,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,4.0,VMC
Accident,Apison,TN,United States,Destroyed,CESSNA,421B,2.0,Reciprocating,Business,5.0,1.0,0.0,1.0,VMC
Accident,PINE BLUFF,AR,United States,Substantial,DASSAULT-BREGUET,Falcon 20,2.0,Turbo Fan,Business,0.0,0.0,0.0,4.0,IMC
Accident,Montgomery,TX,United States,Destroyed,BEECH,A45,1.0,Reciprocating,Business,2.0,0.0,0.0,1.0,VMC
Accident,TULSA,OK,United States,Substantial,BEECH,B200,2.0,Turbo Prop,Business,0.0,0.0,1.0,1.0,VMC
Accident,PELZER,SC,United States,Substantial,DIAMOND AIRCRAFT,DA40-180,1.0,Reciprocating,Business,3.0,0.0,0.0,1.0,IMC
Accident,SOUTH BEND,IN,United States,Substantial,PILATUS,PC-12/45,1.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,5.0,VMC
Accident,SALT LAKE CITY,UT,United States,Substantial,RAYTHEON AIRCRAFT COMPANY,C90A,2.0,Turbo Prop,Business,0.0,0.0,0.0,2.0,IMC
Accident,CLEVELAND,OH,United States,Substantial,AERO COMMANDER,690A,2.0,Turbo Prop,Business,0.0,0.0,0.0,3.0,VMC
Accident,HARBOR SPRINGS,MI,United States,Substantial,CESSNA,414A,2.0,Reciprocating,Business,0.0,0.0,0.0,5.0,VMC
Accident,BILLINGS,MT,United States,Substantial,CESSNA,180,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,CHARLESTON,SC,United States,Substantial,PIPER,PA-30,2.0,Reciprocating,Business,1.0,0.0,0.0,1.0,VMC
Accident,JACKSONVILLE,FL,United States,Substantial,BEECH,B300,2.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,6.0,IMC
Accident,BAINBRIDGE,GA,United States,Substantial,AIR TRACTOR,AT-402A,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,LOGAN,UT,United States,Substantial,GRUMMAN,G-1159,2.0,Turbo Jet,Business,0.0,0.0,0.0,9.0,IMC
Accident,SAN ANTONIO,TX,United States,Substantial,SABRELINER CORP.,40,2.0,Turbo Jet,Executive/corporate,0.0,0.0,0.0,2.0,VMC
Accident,WILLITS,CA,United States,Substantial,BEECH,P35,1.0,Reciprocating,Business,0.0,0.0,1.0,1.0,VMC
Accident,CROSBYTON,TX,United States,Substantial,CESSNA,310-J,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,KANSAS CITY,MO,United States,Substantial,LEARJET,35A,2.0,Turbo Fan,Business,0.0,0.0,0.0,2.0,IMC
Accident,CALEXICO,CA,United States,Substantial,AIR TRACTOR,AT-401,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Niles,MI,United States,Destroyed,BEECH,BE-58,2.0,Reciprocating,Business,4.0,0.0,0.0,1.0,IMC
Accident,MINNEAPOLIS,MN,United States,Substantial,ROBINSON,R44,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC
Accident,Pueblo,CO,United States,Destroyed,CESSNA,560,2.0,Turbo Fan,Executive/corporate,8.0,0.0,0.0,1.0,IMC
Accident,AVON,MS,United States,Substantial,AIR TRACTOR,AT-502B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,FIREBAUGH,CA,United States,Substantial,AYRES,S2R,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,MACEDONIA,SC,United States,Substantial,WSK PZL MIELEC,M-18A,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,DUMAS,AR,United States,Substantial,AIR TRACTOR,AT-402,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,PANAMA CITY,FL,United States,Substantial,AIR TRACTOR,AT-602,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,TUPELO,MS,United States,Substantial,CANADAIR,CL-600,2.0,Turbo Fan,Business,0.0,0.0,0.0,7.0,VMC
Accident,SHELBYVILLE,TX,United States,Substantial,BELL,206B-3,1.0,Turbo Shaft,Aerial Application,3.0,0.0,0.0,1.0,VMC
Accident,GILBERT,LA,United States,Substantial,GRUMMAN,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,MARVELL,AR,United States,Substantial,AYRES,S-2R,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,ELIM,AK,United States,Substantial,BELL,206B,1.0,Turbo Shaft,Business,0.0,0.0,0.0,2.0,VMC
Accident,NEWARK,NJ,United States,Substantial,GULFSTREAM AEROSPACE,G-IV,2.0,Turbo Fan,Business,0.0,0.0,0.0,14.0,VMC
Accident,CROSBYTON,TX,United States,Substantial,AIR TRACTOR,AT-602,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,TETERBORO,NJ,United States,Substantial,CANADAIR,CL-600-2A12,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,4.0,IMC
Accident,ATKINSON,NE,United States,Substantial,CIRRUS DESIGN CORP.,SR-22,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,PALOUSE,WA,United States,Substantial,CESSNA,A188B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,IMPERIAL,NE,United States,Substantial,AIR TRACTOR,AT-602,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,CORTEZ,CO,United States,Substantial,CESSNA,182M,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC
Accident,LINCOLN,NE,United States,Substantial,MOONEY,M20M,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC
Accident,WOODWARD,OK,United States,Substantial,ROBINSON,R44 II,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,EARLY,TX,United States,Substantial,BEECH,A36,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC
Accident,SOUTHBURY,CT,United States,Substantial,BEECH,A36TC,1.0,Reciprocating,Business,0.0,0.0,1.0,1.0,VMC
Accident,DOWNS,KS,United States,Substantial,WEATHERLY,620B,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,LAWRENCEVILLE,GA,United States,Substantial,SWEARINGEN,SA-26AT,2.0,Turbo Prop,Business,0.0,0.0,2.0,1.0,IMC
Accident,YUBA CITY,CA,United States,Substantial,GRUMMAN,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,CHEROKEE,NC,United States,Substantial,BELL,206L 1,1.0,Turbo Shaft,Business,0.0,0.0,0.0,1.0,VMC
Accident,FENTON,LA,United States,Substantial,GRUMMAN-SCHWEIZER,G-164B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,CORDOVA,AK,United States,Substantial,PIPER,PA-18,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,WILLOWS,CA,United States,Substantial,GRUMMAN,G-164C,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,BROWNWOOD,TX,United States,Substantial,ROCKWELL INTERNATIONAL,NA-265-80,2.0,Turbo Fan,Business,0.0,0.0,0.0,5.0,VMC
Accident,FOWLER,CO,United States,Substantial,CESSNA,T188C,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Ludell,KS,United States,Destroyed,CESSNA,A188B,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,ATLANTIC CITY,NJ,United States,Substantial,CESSNA,525A,2.0,Turbo Jet,Business,0.0,0.0,1.0,3.0,VMC
Accident,TWIN BROOKS,SD,United States,Substantial,BELL,47G,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,Ralls,TX,United States,Destroyed,AIR TRACTOR,AT-602,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,ESTACADA,OR,United States,Substantial,HILLER,UH-12E,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,FONTAINE,AR,United States,Substantial,GRUMMAN,164-B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,TORNILLO,TX,United States,Substantial,WEATHERLY,201B,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,CHERRY VALLEY,AR,United States,Substantial,AIR TRACTOR,AT-402A,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Bakersfield,CA,United States,Destroyed,BELL,47G-4A,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,1.0,VMC
Accident,CLOVER BEND,AR,United States,Substantial,PZL-MIELEC,M18,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,LAKE CHARLES,LA,United States,Substantial,GRUMMAN,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,WHEELING,IL,United States,Substantial,CESSNA,182TR,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,TRUMAN,AR,United States,Substantial,CESSNA,A188B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,KING SALMON,AK,United States,Substantial,DEHAVILLAND,DHC-2,1.0,Reciprocating,Business,0.0,0.0,0.0,6.0,VMC
Accident,WATSON,AR,United States,Substantial,ROCKWELL INTERNATIONAL,S-2R,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,GOODLETT,TX,United States,Substantial,CESSNA,A188B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,MAPLETON,ND,United States,Substantial,PIPER,PA-25-235,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,IMC
Accident,GERALDINE,MT,United States,Substantial,PIPER,PA-25-260,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,Fort Lauderdale,FL,United States,Destroyed,DOUGLAS,R4D-8,2.0,Reciprocating,Business,0.0,3.0,0.0,1.0,VMC
Accident,SOUTHAMPTON,NJ,United States,Substantial,PIPER,PA-25-260,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,OSCEOLA,AR,United States,Substantial,CESSNA,A188B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,NEW YORK,NY,United States,Substantial,SIKORSKY,S-76C,2.0,Turbo Shaft,Executive/corporate,0.0,1.0,7.0,1.0,VMC
Accident,Eudora,AR,United States,Destroyed,WSK-PZL MIELEC,M18B,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,Senath,MO,United States,Destroyed,CESSNA,188,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,WASHBURN,ND,United States,Substantial,CESSNA,A188B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,FAIRVIEW,MT,United States,Substantial,CESSNA,188A,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,GRAHAM,TX,United States,Substantial,GARLICK HELICOPTERS INC.,OH-58A+,1.0,Turbo Shaft,Aerial Application,0.0,1.0,0.0,1.0,VMC
Accident,Piggott,AR,United States,Destroyed,CESSNA,A188B,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,MOUNTAIN HOME,ID,United States,Substantial,ROCKWELL,S-2R,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,TETON,ID,United States,Substantial,WEATHERLY,620B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,LAPEER,MI,United States,Substantial,CESSNA,182F,1.0,Reciprocating,Business,0.0,0.0,1.0,1.0,VMC
Accident,SCOFIELD,UT,United States,Substantial,ENSTROM,480B,1.0,Turbo Prop,Business,0.0,0.0,0.0,2.0,VMC
Accident,FORT PAYNE,AL,United States,Substantial,PIPER,PA-31P,2.0,Reciprocating,Executive/corporate,0.0,0.0,2.0,1.0,IMC
Accident,FORT PIERCE,FL,United States,Substantial,AIR TRACTOR,AT-502,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,GILLETT,AR,United States,Substantial,GRUMMAN-SCHWEIZER,G-164C,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,CANON CITY,CO,United States,Substantial,PIPER,PA46-500TP,1.0,Turbo Prop,Business,0.0,0.0,0.0,2.0,VMC
Accident,OROVILLE,WA,United States,Substantial,BELL,47G-2A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,BRISTOL,SD,United States,Substantial,ROCKWELL,S-2R,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,MEDINA,OH,United States,Substantial,CESSNA,421B,2.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC
Accident,BUXTON,ND,United States,Substantial,SCHWEIZER,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,SEWARD,AK,United States,Substantial,MAULE,M-7-235,1.0,Reciprocating,Business,1.0,0.0,4.0,1.0,VMC
Accident,HICKORY RIDGE,AR,United States,Substantial,AIR TRACTOR,AT-502B,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,1.0,VMC
Accident,GUELPH,ND,United States,Substantial,ROCKWELL,S-2R,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,1.0,VMC
Accident,BONITA,LA,United States,Substantial,AYRES,S2R-T34,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,2.0,VMC
Accident,WALNUT,IL,United States,Substantial,AERO COMMANDER,S2R,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,Bonita,LA,United States,Minor,AYRES,S2R-T15,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,2.0,VMC
Accident,Langdon,ND,United States,Destroyed,AIR TRACTOR,AT-301,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,BLACK OAK,AR,United States,Substantial,BELL,47G-4A,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,NEWNAN,GA,United States,Substantial,CESSNA,525A,2.0,Turbo Fan,Business,0.0,0.0,0.0,5.0,VMC
Accident,POLLOCK,LA,United States,Substantial,PIPER,PA-28R-200,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,OLD BRIDGE,NJ,United States,Substantial,CESSNA,525,2.0,Turbo Fan,Executive/corporate,0.0,0.0,1.0,2.0,VMC
Accident,AURORA,MO,United States,Substantial,PIPER,PA-30,2.0,Reciprocating,Business,3.0,1.0,0.0,1.0,VMC
Accident,JEROME,ID,United States,Substantial,GRUMMAN,G-164A,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,TALLULAH,LA,United States,Substantial,GRUMMAN-SCHWEIZER,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,GASSOWAY,LA,United States,Substantial,AIR TRACTOR,AT-502B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,HAMLIN,TX,United States,Substantial,ROCKWELL INTERNATIONAL,S-2R,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,KERMAN,CA,United States,Substantial,AYRES,S2R-134,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,TRUFANT,MI,United States,Substantial,"ALLIED AG CAT PRODUCTIONS, INC",G-164A,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,FELTON,DE,United States,Substantial,GRUMMAN,G-164A,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,TUCSON,AZ,United States,Substantial,BEECH,95-B55,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,San Luis Obispo,CA,United States,Destroyed,PIPER,PA-28-151,1.0,Reciprocating,Business,1.0,0.0,0.0,1.0,IMC
Accident,PAUL,ID,United States,Substantial,GRUMMAN,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,SABANA GRANDE,PR,United States,Substantial,GRUMMAN AMERICAN,G-164,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,Buchanan,ND,United States,Destroyed,GRUMMAN,G-164A,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,1.0,VMC
Accident,PENN YAN,NY,United States,Substantial,GRUMMAN-SCHWEIZER,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Osage,IA,United States,Destroyed,WEATHERLY,620-B,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,1.0,VMC
Accident,ALBUQUERQUE,NM,United States,Substantial,FORBES,Rutan Long EZE,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,LYFORD,TX,United States,Substantial,ROCKWELL,S-2R,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,KNOBEL,AR,United States,Substantial,GRUMMAN,G-164,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,GEORGETOWN,MN,United States,Substantial,GRUMMAN,G-164,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
