Investigation.Type,Location,Abbreviation,Country,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition
Accident,Huntingburg,IN,United States,Destroyed,AIR TRACTOR INC,AT-802A,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,Steward,IL,United States,Substantial,AIR TRACTOR INC,AT-400,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Tamaroa,IL,United States,Substantial,BELL,206B,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Shannon,IL,United States,Substantial,AIR TRACTOR INC.,AT-502,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Champaign,IL,United States,Substantial,TEXAS HELICOPTER CORP,OH-13E/M74,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Capron,IL,United States,Substantial,ROBINSON,R44,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,Streator,IL,United States,Substantial,TEXAS HELICOPTER CORP,OH-13H/M74A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Monte Vista,CO,United States,Substantial,GRUMMAN,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Eagle Lake,MN,United States,Substantial,EAGLE,DW-1,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Lombardville,IL,United States,Substantial,AIR TRACTOR INC,AT-400A,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Chualar,CA,United States,Substantial,BELL,206B,1.0,Turbo Shaft,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Simmesport,LA,United States,Substantial,AIR TRACTOR INC,AT-301,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Balko,OK,United States,Destroyed,AIR TRACTOR,AT-400,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Vinton,IA,United States,Substantial,BELL,47G-3B-1,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Santa Teresa,NM,United States,Substantial,PIPER,PA-36-300,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,West Yellowstone,MT,United States,Substantial,BEECH,E35,1.0,Reciprocating,Business,1.0,0.0,1.0,0.0,VMC
Accident,Larchwood,IA,United States,Substantial,ROCKWELL INTERNATIONAL,S-2R,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Sleetmute,AK,United States,Substantial,CESSNA,185,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC
Accident,Walnut Ridge,AR,United States,Substantial,GULFSTREAM-SCHWEIZER A/C CORP,GULFSTREAM AM G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Paris,IL,United States,Destroyed,CESSNA,421C,2.0,Turbo Prop,Business,1.0,0.0,0.0,0.0,VMC
Accident,Gould,AR,United States,Substantial,AIR TRACTOR INC,AT 802,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Woodrow,SC,United States,Substantial,CESSNA,188B,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Clemville,TX,United States,Substantial,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Atlantic,IA,United States,Destroyed,GRUMMAN,G-164A,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Arlington,MN,United States,Substantial,CONTINENTAL COPTERS INC.,TOMCAT MK5A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,King City,CA,United States,Substantial,BELL,47G5,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Redmond,OR,United States,Substantial,CESSNA,180 - B,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,Idaho Falls,ID,United States,Substantial,BEECH,C90 - A,2.0,Turbo Prop,Business,0.0,2.0,1.0,0.0,VMC
Accident,Sandpoint,ID,United States,Substantial,PIPER,PA60 602P,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,VMC
Accident,Mack,CO,United States,Substantial,CIRRUS DESIGN CORP,SR22,1.0,Reciprocating,Business,0.0,1.0,0.0,2.0,VMC
Accident,Santa Maria,CA,United States,Substantial,TEXAS HELICOPTER CORP,OH-13E/M74,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Waco,TX,United States,Substantial,AIR TRACTOR INC,AT 401,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Wellton,AZ,United States,Substantial,AIR TRACTOR INC,AT 402B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Incident,Tallahassee,FL,United States,Minor,PIPER,PA 46 350P,1.0,Turbo Prop,Business,0.0,0.0,0.0,1.0,VMC
Accident,Sedro Woolley,WA,United States,Substantial,ROBINSON,R44 - II,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,IMC
Accident,Derby,KS,United States,Destroyed,CESSNA,500,2.0,Turbo Fan,Business,2.0,0.0,0.0,0.0,VMC
Accident,Clayton,OK,United States,Substantial,CESSNA,177,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC
Accident,Charleston,MS,United States,Substantial,AIR TRACTOR INC,AT 502,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Omaha,TX,United States,Substantial,BELL,OH-58C,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Upland,CA,United States,Substantial,YUNEEC,YUNEEC,1.0,Electric,Business,0.0,0.0,0.0,2.0,VMC
Accident,Superior,MT,United States,Substantial,BELL,206B,1.0,Turbo Shaft,Business,0.0,0.0,0.0,1.0,VMC
Accident,Collbran,CO,United States,Substantial,PIPER,PA 24-250,1.0,Reciprocating,Business,3.0,0.0,0.0,0.0,VMC
Accident,Panama City,FL,United States,Substantial,RAYTHEON,G36,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC
Accident,Aspen,CO,United States,Destroyed,CANADAIR LTD,CL 600 2B16,2.0,Turbo Fan,Executive/corporate,1.0,0.0,2.0,0.0,VMC
Accident,Pell City,AL,United States,Substantial,BELL,47D1,1.0,Reciprocating,Business,0.0,2.0,0.0,0.0,VMC
Accident,Ashland,MO,United States,Substantial,CESSNA,414A,2.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC
Accident,Springfield,IL,United States,Substantial,PIAGGIO,P180 - AVANTI II,2.0,Turbo Prop,Business,0.0,0.0,0.0,5.0,IMC
Accident,Elk City,OK,United States,Substantial,CESSNA,525,2.0,Turbo Fan,Business,0.0,0.0,0.0,7.0,IMC
Accident,Greenfield,CA,United States,Substantial,BELL,47G 5A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Caruthers,CA,United States,Substantial,GRUMMAN,G164 - A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Incident,Rochester,NY,United States,Minor,RAYTHEON AIRCRAFT COMPANY,400A,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,7.0,VMC
Accident,West Chicago,IL,United States,Substantial,PIPER,PA 46-350P,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Blountstown,FL,United States,Substantial,WSK PZL MIELEC,M 18A,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Garfield,KS,United States,Substantial,AIR TRACTOR INC,AT 502B,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Hessmer,LA,United States,Substantial,AIR TRACTOR INC,AT 301,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Rock Springs,WY,United States,Substantial,CESSNA,T207A,1.0,Turbo Prop,Business,0.0,0.0,0.0,2.0,VMC
Accident,Biggs,CA,United States,Substantial,SCHWEIZER AIRCRAFT CORP,G 164B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Medicine Lake,MT,United States,Substantial,ROCKWELL INTERNATIONAL,S 2R,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Dallas,TX,United States,Substantial,CESSNA,421A,2.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC
Accident,Little Falls,MN,United States,Substantial,TEXAS HELICOPTER CORP,OH 13H/M74A,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Willow,AK,United States,Substantial,FOUND ACFT CANADA INC,FBA 2C2,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC
Accident,Bedford,MA,United States,Destroyed,GULFSTREAM AEROSPACE,G IV,2.0,Turbo Fan,Executive/corporate,7.0,0.0,0.0,0.0,VMC
Accident,Gardiner,MT,United States,Substantial,AERO COMMANDER,CALLAIR A 9B,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,Wilmont,AR,United States,Substantial,AYRES CORPORATION,S2R T34,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Oneida,AR,United States,Substantial,AIR TRACTOR INC,AT-802A,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Winner,SD,United States,Substantial,AIR TRACTOR,AT-301,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Pearsall,TX,United States,Substantial,AIR TRACTOR INC,AT 301,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Princeton,CA,United States,Substantial,AIR TRACTOR INC,AT 502B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Pleasanton,TX,United States,Substantial,CESSNA,414,2.0,Reciprocating,Business,0.0,5.0,0.0,1.0,VMC
Accident,Dell,AR,United States,Substantial,AIR TRACTOR INC,AT 502,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Lake City,AR,United States,Substantial,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Farmington,DE,United States,Substantial,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164B,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Beech Grove,AR,United States,Substantial,GULFSTREAM SCHWEIZER A/C CORP,GULFSTREAM AM G 164C,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Anadarko,OK,United States,Substantial,GRUMMAN,G 164,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Newport,AR,United States,Substantial,AIR TRACTOR INC,AT 402B,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Sacramento,CA,United States,Substantial,AIR TRACTOR INC,AT 502B,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Houston,MS,United States,Substantial,RAYTHEON AIRCRAFT COMPANY,C90A,2.0,Turbo Prop,Executive/corporate,0.0,2.0,0.0,3.0,VMC
Accident,Iliamna,AK,United States,Minor,DEHAVILLAND,DHC 2,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,Sudan,TX,United States,Substantial,AIR TRACTOR INC,AT 402B,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Clarksdale,MS,United States,Destroyed,AIR TRACTOR INC,AT-602,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Olathe,KS,United States,Substantial,ROBINSON HELICOPTER,R44,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Mobile,AL,United States,Substantial,CESSNA,336,2.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,Gaston,OR,United States,Substantial,BELL,47G,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Rhinelander,WI,United States,Substantial,PIPER,PA 25-235,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Garrison,ND,United States,Substantial,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Cavalier,ND,United States,Substantial,AIR TRACTOR INC,AT 502B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Marysville,CA,United States,Substantial,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Durango,CO,United States,Substantial,MOONEY AIRPLANE CO INC,M20TN,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,Parma,ID,United States,Substantial,THRUSH AIRCRAFT INC,S2RHG T65,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC
Incident,Bakersfield,CA,United States,Minor,BEECH,B100,2.0,Turbo Prop,Business,0.0,0.0,0.0,1.0,VMC
Accident,Merced,CA,United States,Substantial,BELL,47G 2A,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,Salinas,CA,United States,Substantial,BELL,206B,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Wenatchee,WA,United States,Substantial,BELL,206A,1.0,Turbo Shaft,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Osage,MN,United States,Substantial,CONTINENTAL COPTERS INC.,TOMCAT MK5A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Wadesboro,NC,United States,Substantial,HILLER,UH 12E,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Bennet,NE,United States,Substantial,BELL,206B,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Hazelton,ID,United States,Substantial,AIR TRACTOR INC,AT 802A,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Minden,NE,United States,Substantial,AIR TRACTOR INC,AT 502B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Allen,NE,United States,Substantial,ROBINSON HELICOPTER,R44,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Talkeetna,AK,United States,Substantial,DEHAVILLAND,DHC 2,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Tulelake,CA,United States,Destroyed,SCHWEIZER AIRCRAFT CORP,G 164B,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Illiamna,AK,United States,Substantial,DEHAVILLAND,BEAVER DHC 2,1.0,Reciprocating,Business,0.0,0.0,0.0,7.0,VMC
Accident,Statesville,NC,United States,Substantial,PIPER,PA-46-350P,1.0,Reciprocating,Business,0.0,2.0,0.0,2.0,IMC
Accident,Tomah,WI,United States,Substantial,ENSTROM,F 28F,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,Jeanerette,LA,United States,Destroyed,BELL,47G 2,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,MANSFIELD,IL,United States,Substantial,BELL,47G 5,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Cimarron,KS,United States,Substantial,AIR TRACTOR INC,AT 401B,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,Lancaster,WI,United States,Substantial,ROBINSON HELICOPTER,R44,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Columbus,NM,United States,Substantial,CESSNA,188 - UNDESIGNAT,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Wiggins,MS,United States,Substantial,CESSNA,T206H,1.0,Reciprocating,Business,0.0,3.0,0.0,0.0,VMC
Accident,Hearne,TX,United States,Substantial,CESSNA,188,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,Wray,CO,United States,Substantial,AIR TRACTOR,AT-401,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Milton,FL,United States,Substantial,RAYTHEON AIRCRAFT COMPANY,G36,1.0,Reciprocating,Business,0.0,2.0,0.0,3.0,VMC
Accident,Parsons,TN,United States,Substantial,AIR TRACTOR INC,AT-802A,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Natchez,LA,United States,Destroyed,AIR TRACTOR INC,AT-401,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Middleton,TN,United States,Substantial,CESSNA,A188B,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Colusa,IL,United States,Substantial,AIR TRACTOR INC,AT 502B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Willows,CA,United States,Substantial,HUGHES,369D,1.0,Turbo Shaft,Business,0.0,0.0,1.0,0.0,VMC
Accident,Ooltewah,TN,United States,Substantial,KLAAS DEVELOPMENT INC,LANCAIR IV P,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC
Accident,Macedonia,IA,United States,Substantial,ROBINSON HELICOPTER COMPANY,R44 II,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Buckeye,AZ,United States,Substantial,AYRES CORPORATION,S2R T34,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Woodburn,IN,United States,Substantial,PIPER,PA 36-285,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Nashoba,OK,United States,Substantial,BELL,206B,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Yankton,SD,United States,Substantial,PIPER,PA 25-235,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Cordova,AK,United States,Substantial,PIPER,PA 18-150,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Incident,Denver,CO,United States,Minor,RAYTHEON AIRCRAFT COMPANY,HAWKER,2.0,Turbo Fan,Business,0.0,0.0,0.0,3.0,VMC
Accident,Harper,TX,United States,Substantial,ROBINSON HELICOPTER,R44,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Basin City,WA,United States,Substantial,AIR TRACTOR INC,AT 301,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Fulton,MO,United States,Substantial,CESSNA,401A,2.0,Reciprocating,Business,0.0,0.0,3.0,0.0,VMC
Accident,Somerton,AZ,United States,Destroyed,AIR TRACTOR INC,AT 502B,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Wachula,FL,United States,Substantial,PIPER,PA-46-310P,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,Jeffrey,WY,United States,Substantial,CESSNA,P210 - N,1.0,Reciprocating,Business,0.0,2.0,0.0,1.0,VMC
Accident,Springfield,MO,United States,Substantial,NEW PIPER AIRCRAFT INC,PA 32R-301T,1.0,Reciprocating,Business,0.0,2.0,2.0,0.0,VMC
Accident,Miami Gardens,FL,United States,Substantial,BELL,430,2.0,Turbo Shaft,Executive/corporate,0.0,0.0,0.0,7.0,VMC
Accident,Port Huron,MI,United States,Destroyed,PIPER,PA-34-200T,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,IMC
Accident,Grand Junction,CO,United States,Substantial,BURTON,CALIDUS,1.0,Reciprocating,Business,0.0,1.0,1.0,0.0,VMC
Accident,Hanford,CA,United States,Substantial,FLIGHT DESIGN GMBH,CTLS,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Calexico,CA,United States,Substantial,ROBINSON HELICOPTER COMPANY,R44 II,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Incident,Eagle,CO,United States,Minor,GULFSTREAM AEROSPACE,G IV,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,7.0,VMC
Accident,Lubbock,TX,United States,Substantial,PIPER,PA 32RT-300T,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Ivanhoe,CA,United States,Substantial,BELL,47G 2A,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,Marco Island,FL,United States,Substantial,BOMBARDIER CANADAIR,CL600-2A12,2.0,Turbo Fan,Executive/corporate,0.0,1.0,1.0,7.0,VMC
Accident,Monroe,NC,United States,Substantial,BEECH,58,2.0,Reciprocating,Business,0.0,0.0,0.0,4.0,IMC
Accident,Ropesville,TX,United States,Substantial,AIR TRACTOR INC,AT 602,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Firebaugh,CA,United States,Substantial,HILLER,UH 12E,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Saucier,MS,United States,Destroyed,BELL HELICOPTER TEXTRON,206 L-1,1.0,Turbo Shaft,Aerial Application,2.0,0.0,1.0,0.0,VMC
Accident,Walhalla,SC,United States,Substantial,G-DAWG LLC,JUST ACFT HIGHLANDER,1.0,Reciprocating,Business,0.0,0.0,2.0,0.0,VMC
Incident,Brickeys,AR,United States,Minor,AIR TRACTOR INC,AT 402A,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Maysville,OK,United States,Substantial,GRUMMAN,G 164A,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Incident,Orlando,FL,United States,Minor,DASSAULT-BREGUET,MYSTERE FALCON 900,3.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,15.0,VMC
Accident,Roxboro,NC,United States,Substantial,CESSNA,177B,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Basile,LA,United States,Destroyed,AIR TRACTOR INC,AT 502B,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Omega,OK,United States,Substantial,PIPER,PA-25-235,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Columbia,IL,United States,Substantial,ROBINSON HELICOPTER COMPANY,R44 II,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Juntura,OR,United States,Substantial,BELLANCA,7GCBC,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC
Accident,Piggott,AR,United States,Substantial,CESSNA,T206H,1.0,Reciprocating,Business,0.0,1.0,0.0,0.0,VMC
Accident,Tivoli,TX,United States,Substantial,AYRES CORPORATION,S2R G6,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Casselton,ND,United States,Substantial,PIPER,PA 25-260,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Polson,MT,United States,Substantial,CESSNA,188,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Wasco,CA,United States,Substantial,HILLER,UH 12E,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Port Alsworth,AK,United States,Substantial,CESSNA,U206G,1.0,Reciprocating,Business,0.0,1.0,0.0,2.0,VMC
Accident,Pine Bluffs,WY,United States,Substantial,CESSNA,T188C,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Fort Pierre,SD,United States,Substantial,BELL,47G 3B 1,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Winnsboro,LA,United States,Substantial,AIR TRACTOR INC,AT 502,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Archer City,TX,United States,Substantial,AIR TRACTOR INC,AT 502B,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,Blythe,CA,United States,Destroyed,AYRES CORPORATION,S2R T34,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Delaplaine,AR,United States,Substantial,GULFSTREAM-SCHWEIZER A/C CORP,GULFSTREAM AM G 164B,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Branch,LA,United States,Substantial,AIR TRACTOR INC,AT-602,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Kadoka,SD,United States,Substantial,BELLANCA,7GCBC,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Bakersfield,CA,United States,Substantial,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Wall,SD,United States,Substantial,AIR TRACTOR INC,AT 401,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Foster,NE,United States,Substantial,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164B,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Elk Mound,WI,United States,Substantial,CONTINENTAL COPTERS INC.,TOMCAT MK5A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Pell City,AL,United States,Substantial,WEATHERLY,201B,0.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Washtucna,WA,United States,Substantial,ROCKWELL INTERNATIONAL,S 2R,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,Salinas,CA,United States,Substantial,BELL,47G 5,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,0.0,IMC
Accident,Five Points,CA,United States,Substantial,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164A,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Accident,Grosse Ile,MI,United States,Substantial,GATES LEARJET CORP.,35A,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,4.0,VMC
Accident,Pemberton,NJ,United States,Substantial,WEATHERLY,201B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Nyssa,OR,United States,Substantial,WSK PZL MIELEC,M 18A,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,EDNA,TX,United States,Substantial,AIR TRACTOR INC,AT 502B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Saratoga,WY,United States,Substantial,CESSNA,A188B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Crawfordsville,IN,United States,Substantial,CESSNA,A188B,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC
Accident,Houston,TX,United States,Substantial,CIRRUS DESIGN CORP,SR22,1.0,Reciprocating,Business,0.0,2.0,0.0,0.0,VMC
Accident,Hatch,NM,United States,Substantial,WEATHERLY AVIATION CO INC,620B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Climax,GA,United States,Substantial,AYRES CORPORATION,S2R T34,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
